0,1
1,0
2,0
3,0
4,0
5,0
6,0
7,1
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,1
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,1
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,1
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,1
66,0
67,1
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,1
84,1
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,1
93,0
94,0
95,0
96,0
97,1
98,1
99,0
100,0
101,0
102,0
103,0
104,1
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,1
116,0
117,1
118,0
119,0
120,1
121,1
122,0
123,0
124,0
125,1
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,2
135,0
136,0
137,0
138,0
139,0
140,0
141,1
142,1
143,0
144,0
145,0
146,0
147,0
148,1
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,1
162,1
163,0
164,0
165,0
166,0
167,0
168,0
169,1
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,1
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,1
187,0
188,1
189,0
190,0
191,1
192,0
193,0
194,0
195,0
196,0
197,1
198,1
199,0
200,0
201,1
202,0
203,0
204,0
205,0
206,1
207,0
208,0
209,0
210,1
211,1
212,0
213,1
214,0
215,1
216,1
217,1
218,0
219,0
220,2
221,0
222,0
223,0
224,2
225,1
226,0
227,0
228,1
229,0
230,2
231,1
232,1
233,1
234,0
235,1
236,0
237,1
238,0
239,0
240,1
241,1
242,1
243,0
244,1
245,2
246,0
247,0
248,0
249,0
250,1
251,1
252,1
253,0
254,1
255,0
256,1
257,2
258,0
259,0
260,0
261,1
262,0
263,1
264,1
265,0
266,2
267,2
268,1
269,2
270,1
271,1
272,0
273,1
274,2
275,0
276,0
277,1
278,1
279,0
280,0
281,0
282,0
283,0
284,0
285,1
286,1
287,1
288,1
289,1
290,0
291,1
292,0
293,2
294,0
295,0
296,0
297,0
298,4
299,0
300,0
301,0
302,0
303,0
304,1
305,3
306,2
307,0
308,2
309,0
310,2
311,0
312,1
313,1
314,1
315,0
316,1
317,1
318,1
319,0
320,1
321,2
322,1
323,2
324,2
325,2
326,2
327,3
328,1
329,0
330,0
331,0
332,1
333,1
334,3
335,0
336,1
337,4
338,3
339,4
340,3
341,1
342,2
343,1
344,2
345,2
346,3
347,3
348,1
349,2
350,7
351,4
352,2
353,3
354,4
355,5
356,5
357,2
358,5
359,1
360,5
361,3
362,2
363,3
364,4
365,2
366,4
367,5
368,0
369,1
370,2
371,4
372,4
373,3
374,2
375,3
376,3
377,2
378,5
379,7
380,2
381,6
382,3
383,4
384,6
385,8
386,3
387,2
388,4
389,6
390,7
391,10
392,16
393,7
394,15
395,11
396,6
397,14
398,15
399,16
400,6
401,14
402,18
403,21
404,30
405,22
406,47
407,34
408,31
409,37
410,36
411,47
412,38
413,50
414,49
415,58
416,61
417,67
418,49
419,68
420,58
421,67
422,71
423,63
424,68
425,67
426,65
427,78
428,89
429,83
430,82
431,87
432,88
433,80
434,92
435,77
436,91
437,86
438,105
439,104
440,96
441,97
442,112
443,117
444,138
445,100
446,110
447,125
448,125
449,129
450,115
451,122
452,127
453,126
454,140
455,127
456,132
457,135
458,141
459,144
460,141
461,149
462,146
463,173
464,144
465,165
466,140
467,172
468,179
469,182
470,188
471,172
472,198
473,207
474,213
475,236
476,255
477,242
478,219
479,244
480,262
481,244
482,288
483,308
484,296
485,309
486,313
487,329
488,367
489,366
490,366
491,430
492,416
493,396
494,441
495,486
496,499
497,538
498,579
499,610
500,667
501,635
502,682
503,756
504,799
505,825
506,923
507,1052
508,1151
509,1192
510,1260
511,1465
512,1526
513,1775
514,1931
515,2052
516,2307
517,2575
518,2903
519,3291
520,3697
521,4235
522,4713
523,5462
524,6154
525,7234
526,8418
527,9785
528,11566
529,14063
530,16154
531,19133
532,23509
533,28085
534,34371
535,41943
536,51945
537,64296
538,81151
539,102651
540,130261
541,168998
542,218772
543,286612
544,373334
545,487332
546,636101
547,819517
548,1049475
549,1327839
550,1655161
551,2027952
552,2441523
553,2876807
554,3323949
555,3752514
556,4143634
557,4472251
558,4718938
559,4874355
560,4929121
561,4893977
562,4778836
563,4616934
564,4433329
565,4262761
566,4133558
567,4094344
568,4170045
569,4410174
570,4837494
571,5494282
572,6409296
573,7577661
574,8991691
575,10602117
576,12328964
577,14051316
578,15621302
579,16896886
580,17756472
581,123111912
582,17832922
583,17048346
584,15783281
585,14168941
586,12352722
587,10475790
588,8669404
589,7006952
590,5564910
591,4358560
592,3379477
593,2609377
594,2022871
595,1575499
596,1242451
597,991032
598,802334
599,659699
600,549301
601,463161
602,394437
603,338444
604,292960
605,256044
606,225508
607,199318
608,177555
609,158848
610,142070
611,129841
612,118942
613,109088
614,101193
615,94094
616,87902
617,82504
618,78073
619,74270
620,71224
621,67594
622,65463
623,62581
624,60334
625,58977
626,57324
627,56258
628,53952
629,53118
630,51859
631,50883
632,49732
633,48696
634,48194
635,47307
636,46274
637,45888
638,45060
639,44852
640,44168
641,43713
642,43128
643,43025
644,42025
645,42071
646,41460
647,41563
648,41227
649,40757
650,40208
651,39646
652,39647
653,39653
654,39505
655,39224
656,38633
657,38704
658,38592
659,38350
660,37862
661,37808
662,37830
663,37169
664,37675
665,37221
666,37146
667,36718
668,36845
669,36674
670,36750
671,36525
672,36825
673,36474
674,36479
675,36449
676,36296
677,36372
678,36265
679,35613
680,36039
681,35635
682,36044
683,35778
684,35468
685,35294
686,35645
687,35113
688,35362
689,35075
690,35215
691,34858
692,34791
693,35260
694,34835
695,34895
696,35041
697,34399
698,34633
699,34700
700,34899
701,34392
702,34863
703,34292
704,34671
705,34407
706,34633
707,34347
708,34313
709,34295
710,34385
711,34384
712,34183
713,33975
714,33879
715,34193
716,34067
717,34296
718,33983
719,34136
720,33826
721,33937
722,34092
723,33675
724,33544
725,33833
726,33549
727,33956
728,33554
729,34130
730,33458
731,32875
732,33517
733,33417
734,33334
735,33565
736,33444
737,33442
738,33481
739,33664
740,33188
741,33146
742,32988
743,32923
744,33363
745,33491
746,33011
747,33493
748,33276
749,33270
750,33332
751,33300
752,33282
753,33089
754,33103
755,32975
756,33035
757,33050
758,33309
759,33081
760,33337
761,33290
762,33452
763,33337
764,33523
765,33677
766,33230
767,33837
768,33710
769,33648
770,33616
771,33921
772,34362
773,34170
774,34347
775,34645
776,34474
777,34280
778,35061
779,35031
780,35144
781,35623
782,35657
783,35549
784,35870
785,36171
786,36404
787,36588
788,36794
789,36679
790,37421
791,37826
792,38367
793,38705
794,38721
795,38633
796,39841
797,39750
798,40101
799,40671
800,41303
801,42040
802,42343
803,42602
804,43934
805,44015
806,44635
807,45718
808,45968
809,47103
810,47672
811,48696
812,49654
813,50214
814,51530
815,52682
816,53549
817,54880
818,56039
819,57321
820,58242
821,60100
822,61417
823,63224
824,64676
825,66638
826,68364
827,69961
828,71979
829,73753
830,76807
831,79337
832,80800
833,83307
834,85829
835,89033
836,91391
837,94657
838,97282
839,100941
840,102600
841,105249
842,108497
843,111622
844,114443
845,117338
846,120159
847,122837
848,126145
849,127884
850,130724
851,132668
852,135406
853,136806
854,138252
855,140303
856,142622
857,142802
858,143209
859,143906
860,143348
861,143330
862,143757
863,143237
864,142976
865,141817
866,140178
867,140154
868,138710
869,137543
870,137311
871,135593
872,134680
873,134189
874,133650
875,133704
876,132695
877,131642
878,132490
879,132624
880,132149
881,133372
882,133286
883,134411
884,135946
885,137565
886,138475
887,140351
888,142539
889,145468
890,147792
891,151299
892,153533
893,158342
894,162327
895,166368
896,172096
897,177283
898,184091
899,190529
900,197892
901,206031
902,214790
903,224639
904,234465
905,244568
906,256053
907,267154
908,279525
909,291688
910,305296
911,317072
912,330449
913,342068
914,355105
915,364053
916,373558
917,382020
918,388496
919,393857
920,396459
921,394653
922,393114
923,386687
924,378015
925,369578
926,356165
927,339530
928,323271
929,304787
930,286068
931,264139
932,243169
933,222827
934,203033
935,182657
936,164828
937,147650
938,130512
939,115031
940,101816
941,89104
942,78138
943,68476
944,59626
945,52551
946,46083
947,40091
948,35321
949,30814
950,27321
951,24042
952,21666
953,19176
954,17115
955,15637
956,13749
957,12666
958,11247
959,10346
960,9290
961,8620
962,7746
963,7296
964,6816
965,6116
966,5653
967,5321
968,4911
969,4703
970,4261
971,3978
972,3752
973,3456
974,3217
975,3143
976,2846
977,2715
978,2530
979,2347
980,2235
981,2194
982,1953
983,1799
984,1723
985,1663
986,1564
987,1464
988,1374
989,1303
990,1203
991,1182
992,1146
993,1018
994,973
995,944
996,924
997,816
998,797
999,785
1000,735
1001,715
1002,671
1003,627
1004,623
1005,571
1006,527
1007,506
1008,504
1009,473
1010,450
1011,454
1012,449
1013,407
1014,395
1015,368
1016,322
1017,348
1018,329
1019,305
1020,300
1021,277
1022,258
1023,262
1024,255
1025,244
1026,255
1027,208
1028,211
1029,207
1030,201
1031,196
1032,197
1033,171
1034,165
1035,162
1036,158
1037,160
1038,133
1039,145
1040,124
1041,112
1042,113
1043,139
1044,117
1045,112
1046,96
1047,110
1048,104
1049,85
1050,79
1051,68
1052,91
1053,84
1054,81
1055,98
1056,53
1057,71
1058,74
1059,67
1060,63
1061,64
1062,56
1063,61
1064,64
1065,44
1066,60
1067,55
1068,48
1069,50
1070,53
1071,53
1072,46
1073,42
1074,43
1075,45
1076,38
1077,55
1078,38
1079,50
1080,29
1081,20
1082,39
1083,38
1084,42
1085,35
1086,34
1087,27
1088,33
1089,27
1090,29
1091,26
1092,28
1093,27
1094,19
1095,23
1096,22
1097,15
1098,29
1099,15
1100,26
1101,13
1102,18
1103,16
1104,17
1105,20
1106,23
1107,20
1108,23
1109,16
1110,19
1111,14
1112,15
1113,16
1114,9
1115,11
1116,13
1117,13
1118,10
1119,16
1120,14
1121,20
1122,14
1123,16
